Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B2005349,MONROE,BLOOMINGTON,BLOOMINGTON,2/5/20,6:40 PM,1,0,1,0,0,,S COLLEGE,AVE,,,,S COLLEGE,W 10TH,,,,Y,,,,39.171744,-86.534768,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SCOLLEGEAVEW10THST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2007493,MONROE,BLOOMINGTON,BLOOMINGTON,2/20/20,2:47 PM,1,0,1,0,0,,N WALNUT,ST,,,,N WALNUT,E 7TH,,,,Y,,100,S,39.16864,-86.533568,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,$1001 TO $2500,,E7THSTNWALNUTST,1,TRAFFIC CONTROL SIGNAL
MONROE SD,M20A15225,MONROE,CLEAR CREEK,BLOOMINGTON,6/6/20,10:41 PM,1,0,1,0,0,,SHIELDS,RDGS,,,,SHIELDS,,,,,N,,,,0,0,COUNTY ROAD,,Y,Y,,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SHIELDSRDGS,1,NONE
BLOOMINGTON PD,B2037199,MONROE,PERRY,BLOOMINGTON,10/13/20,10:40 AM,1,0,0,0,0,410,S WOODSCREST,DR,,,,S WOODSCREST,,,,,Y,,,,39.162628,-86.503092,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SWOODSCRESTDR,1,NONE
BLOOMINGTON PD,B2039182,MONROE,BLOOMINGTON,BLOOMINGTON,10/29/20,2:22 PM,1,0,1,0,0,,S ROGERS,ST,,,,S ROGERS,W 4TH,,,,Y,,,,39.165696,-86.538592,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SROGERSSTW4THST,1,STOP SIGN
BLOOMINGTON PD,B2041382,MONROE,BLOOMINGTON,BLOOMINGTON,11/14/20,7:50 PM,1,0,1,0,0,,WEST BLOOMFIELD,RD,,,,WEST BLOOMFIELD,SOUTH CORY,,,,Y,,500,E,39.157044,-86.55983027,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,SOUTHCORYLNWESTBLOOMFIELDRD,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,210544,MONROE,BLOOMINGTON,BLOOMINGTON,3/7/21,5:50 PM,1,0,1,0,0,,WALNUT GROVE,ST,,,,WALNUT GROVE,EAST 17TH,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,EAST17THSTWALNUTGROVEST,1,LANE CONTROL
MONROE SD,M21A10944,MONROE,PERRY,BLOOMINGTON,4/23/21,8:18 AM,1,0,1,0,0,5337,S OLD SR 37,RD,,,,S OLD SR 37,,,,,N,,,,39.10851331,-86.53132114,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SOLDSR37RD,1,NONE
BLOOMINGTON PD,B2115586,MONROE,BLOOMINGTON,BLOOMINGTON,5/13/21,1:31 AM,1,0,1,0,0,,N PINE,ST,,,,N PINE,W 6TH,,,,Y,,50,S,39.167728,-86.548336,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NPINESTW6THST,1,NONE
INDIANA UNIV BLOOMINGTON PD,221093,MONROE,BLOOMINGTON,BLOOMINGTON,3/23/22,4:10 PM,1,,1,0,0,,17TH ST.,,,,,17TH ST.,FESS AVE.,,,,Y,,0,,39.1790229,-86.526068,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,FESSAVE.17THST.,1,
INDIANA UNIV BLOOMINGTON PD,211717,MONROE,BLOOMINGTON,BLOOMINGTON,7/13/21,11:45 AM,1,0,1,0,0,,JEFFERSON,ST,,,,JEFFERSON,UNIONVILLE,,,,Y,,235,S,0,0,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,JEFFERSONSTUNIONVILLERD,1,NONE
BLOOMINGTON PD,B2142689,MONROE,BLOOMINGTON,BLOOMINGTON,11/14/21,3:00 PM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,S COLLEGE MALL,,,,Y,,,,39.16424,-86.4984,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,E3RDSTSCOLLEGEMALLRD,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,213702,MONROE,BLOOMINGTON,BLOOMINGTON,11/5/21,5:15 PM,1,0,1,0,0,,UNION,ST,,,,UNION,TENTH,,,,Y,,,,39.171564,-86.509445,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,TENTHSTUNIONST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2132351,MONROE,BLOOMINGTON,BLOOMINGTON,9/11/21,11:50 PM,1,0,1,0,0,,SOUTH WALNUT,ST,,,,SOUTH WALNUT,EAST 3RD,,,,Y,,,,39.16464,-86.5336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,EAST3RDSTSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B22-24358,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/22,5:00 PM,1,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S WALNUT AVE,,,,Y,,0,,39.16463901,-86.53375428,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWALNUTAVEE3RDST,1,
INDIANA UNIV BLOOMINGTON PD,220777,MONROE,BLOOMINGTON,BLOOMINGTON,3/1/22,12:50 PM,1,,1,0,0,,N JORDAN AVE,,,,,N JORDAN AVE,,,,,Y,,0,,39.16684539,-86.5153057,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,NJORDANAVE,1,
INDIANA UNIV BLOOMINGTON PD,221272,MONROE,BLOOMINGTON,BLOOMINGTON,4/5/22,1:00 PM,1,,1,0,0,,E 3RD ST,,,,,E 3RD ST,S FESS AVE,,,,Y,,0,,39.16427918,-86.52599163,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,RIGHT ANGLE,SFESSAVEE3RDST,1,
MONROE SD,M22A24068,MONROE,PERRY,BLOOMINGTON,9/30/22,3:56 AM,4,,2,0,0,,S OLD STATE ROAD 37,,,,,S OLD STATE ROAD 37,,,,,N,,0,,39.09758145,-86.54027442,COUNTY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,OVER $100000,REAR END,SOLDSTATEROAD37,0,
BLOOMINGTON PD,B22-33529,MONROE,PERRY,BLOOMINGTON,8/25/22,5:47 AM,1,,1,0,0,,S WALNUT ST,,,,,S WALNUT ST,E WYLIE ST,,,,Y,,0,,39.158367,-86.533661,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,SWALNUTSTEWYLIEST,1,
BLOOMINGTON PD,B22-41728,MONROE,BLOOMINGTON,BLOOMINGTON,10/9/22,11:35 PM,1,,1,0,0,,621 W 17TH ST,,,,,621 W 17TH ST,,,,,Y,,0,,39.1787674,-86.5408283,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,621W17THST,1,
BLOOMINGTON PD,B23-15984,MONROE,PERRY,BLOOMINGTON,3/30/23,7:16 PM,1,,1,0,0,,EAGLESON,,,,,EAGLESON,ATWATER,,,,Y,,0,,39.16313549,-86.51644397,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,EAGLESONATWATER,1,
BLOOMINGTON PD,B23-03423,MONROE,BLOOMINGTON,BLOOMINGTON,1/20/23,11:55 PM,1,,2,0,0,,N WALNUT ST,,,,,N WALNUT ST,E 7TH ST & N. WALNUT ST,,,,Y,,0,,39.16855804,-86.53358461,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,NWALNUTSTE7THST&N.WALNUTST,2,
BLOOMINGTON PD,12913162,MONROE,PERRY,BLOOMINGTON,1/29/13,3:45 PM,1,0,1,0,0,,HAWTHORNE,DR,,,,S HAWTHORNE DR,ATWATER,,,,Y,OTHER,,,39.163232,-86.520176,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,EATWATERAVESHAWTHORNEDR,1,STOP SIGN
BLOOMINGTON PD,33013226,MONROE,BLOOMINGTON,BLOOMINGTON,3/30/13,8:22 PM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT ST,8TH,,,,Y,OTHER,,,39.16947976,-86.53357006,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,8THSTWALNUTST,1,STOP SIGN
BLOOMINGTON PD,41013158,MONROE,PERRY,BLOOMINGTON,4/10/13,2:49 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN AVE,2ND,,,,Y,OTHER,,,39.161168,-86.516352,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,JORDANAVESECONDST,1,STOP SIGN
BLOOMINGTON PD,611201355,MONROE,BLOOMINGTON,BLOOMINGTON,6/11/13,5:45 AM,1,0,1,0,0,,17TH,ST,,,,17TH ST,MADISON,,,,Y,OTHER,,,39.178992,-86.537792,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,17THSTMADISONST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,62613081,MONROE,BLOOMINGTON,BLOOMINGTON,6/26/13,10:15 AM,1,0,1,0,0,,N WALNUT,ST,,,,N WALNUT ST,KIRKWOOD,,,,Y,OTHER,,,39.16664,-86.5336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KIRKWOODAVENWALNUTST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,132431,MONROE,BLOOMINGTON,BLOOMINGTON,9/15/13,1:35 PM,1,0,1,0,0,,1101 N FEE (SOUTH LOT),LN,,,,1101 N FEE (SOUTH LOT) LN,13TH,,,,Y,PRIVATE,100,E,39.175152,-86.518992,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,1101NFEE(SOUTHLOT)LN13THST,1,NONE
INDIANA UNIV BLOOMINGTON PD,132479,MONROE,BLOOMINGTON,BLOOMINGTON,9/20/13,10:19 PM,1,0,1,0,0,,S INDIANA,AVE,,,,S INDIANA AVE,E 4TH,,,,Y,OTHER,200,S,39.165648,-86.526848,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,E4THSTSINDIANAAVE,1,NONE
MONROE SD,M13A3243,MONROE,BLOOMINGTON,BLOOMINGTON,10/22/13,5:32 AM,1,0,0,1,0,,ALLEN,ST,,,,ALLEN ST,ADAMS,,,,N,OTHER,150,W,39.15586017,-86.5505368,COUNTY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,HEAD ON BETWEEN TWO MOTOR VEHICLES,ADAMSSTALLENST,1,NONE
BLOOMINGTON PD,113013132,MONROE,BLOOMINGTON,BLOOMINGTON,11/30/13,2:00 PM,1,0,1,0,0,,DUNN,ST,,,,DUNN ST,KIRKWOOD,,,,Y,OTHER,,,39.16664,-86.528192,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,DUNNSTKIRKWOODAVE,1,STOP SIGN
BLOOMINGTON PD,122113293,MONROE,PERRY,BLOOMINGTON,12/21/13,10:03 PM,1,0,1,0,0,528,COLLEGE,AVE,,,,COLLEGE AVE,,,,,Y,PRIVATE,,,39.16115717,-86.53485253,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,COLLEGEAVE,1,NONE
BLOOMINGTON PD,21614129,MONROE,BLOOMINGTON,BLOOMINGTON,2/15/14,8:55 PM,1,0,1,0,0,,W KIRKWOOD,AVE,,,,W KIRKWOOD AVE,N COLLEGE,,,,Y,OTHER,,,39.16664,-86.5348,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,NCOLLEGESTWKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,70914148,MONROE,BLOOMINGTON,BLOOMINGTON,7/9/14,1:34 PM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT ST,1ST,,,,Y,OTHER,,,39.17784,-86.533408,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,1STSTWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,72414228,MONROE,BLOOMINGTON,BLOOMINGTON,7/24/14,8:00 PM,1,0,1,0,0,,N INDIANA,AVE,,,,N INDIANA AVE,E 8TH,,,,Y,OTHER,,,39.169616,-86.52696,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E8THSTNINDIANAAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,142232,MONROE,BLOOMINGTON,BLOOMINGTON,9/2/14,7:48 AM,1,0,0,0,0,,N FORREST,AVE,,,,N FORREST AVE,E 8TH,,,,Y,OTHER,,,39.16945928,-86.52238299,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,NONE,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,UNDER $1001,LEFT TURN,E8THSTNFORRESTAVE,1,NONE
MONROE SD,M14A6447,MONROE,VAN BUREN,BLOOMINGTON,11/6/14,5:06 AM,1,0,0,1,0,,CURRY,,,,,CURRY,BEASLEY,,,,N,OTHER,,,39.149152,-86.582704,COUNTY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,BEASLEYDRCURRYPIKE,1,NO PASSING ZONE
BLOOMINGTON PD,B1414826,MONROE,PERRY,BLOOMINGTON,11/13/14,7:28 PM,1,0,1,0,0,,PATTERSON,,,,,PATTERSON,ADAMS,,,,Y,,,,39.1626703,-86.55050017,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,ADAMSSTPATTERSONST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,150058,MONROE,BLOOMINGTON,BLOOMINGTON,1/13/15,11:01 PM,1,0,1,0,0,,THIRD,,,,,THIRD,WOODLAWN,,,,Y,,,,39.16426449,-86.5226336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,THIRDSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1512322,MONROE,BLOOMINGTON,BLOOMINGTON,3/29/15,12:22 PM,1,0,1,0,0,,NORTH SPRING,ST,,,,NORTH SPRING,8TH,,,,Y,,,,39.169728,-86.5548,LOCAL/CITY ROAD,,Y,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,8THSTNORTHSPRINGST,1,NONE
ISP BLOOMINGTON 33,2.015E+11,MONROE,PERRY,BLOOMINGTON,4/25/15,11:37 PM,1,0,1,0,0,,17TH,ST,,,,17TH,INDIANA,,,,Y,,50,E,39.1790197,-86.52705461,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTINDIANAAVE,1,LANE CONTROL
MONROE SD,M15A9005,MONROE,CLEAR CREEK,BLOOMINGTON,5/3/15,7:18 PM,1,0,1,0,0,,SOUTH ROGERS,ST,,,,SOUTH ROGERS,WEST CLEAR CREEK,,,,N,,372,S,39.07189666,-86.53976999,COUNTY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHROGERSSTWESTCLEARCREEKRD,1,NONE
BLOOMINGTON PD,B1521929,MONROE,PERRY,BLOOMINGTON,5/29/15,4:30 AM,1,0,1,0,0,3305,S ODELL,DR,,,,S ODELL,,,,,Y,,,,39.1264008,-86.52882926,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SODELLDR,1,NONE
MONROE SD,M15A13931,MONROE,BLOOMINGTON,BLOOMINGTON,7/4/15,4:36 PM,1,0,1,0,0,,S WEIMER,RD,,,,S WEIMER,W TAPP,,,,N,,1000,N,39.24219879,-86.56199008,LOCAL/CITY ROAD,,N,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,,OTHER - EXPLAIN IN NARRATIVE,SWEIMERRDWTAPPRD,1,NONE
BLOOMINGTON PD,B1527873,MONROE,BLOOMINGTON,BLOOMINGTON,7/7/15,8:52 AM,1,0,0,0,0,,COLLEGE,AVE,,,,COLLEGE,KIRKWOOD,,,,Y,,,,39.16664,-86.5348,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,COLLEGEAVEKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1536403,MONROE,RICHLAND,BLOOMINGTON,8/29/15,6:27 AM,1,0,1,0,0,,3RD,ST,,,,3RD,GATES,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,3RDSTGATESDR,1,LANE CONTROL
BLOOMINGTON PD,B1538190,MONROE,BLOOMINGTON,BLOOMINGTON,9/8/15,11:03 PM,1,0,1,0,0,,3RD,ST,,,,3RD,MEADOWBROOK,,,,Y,,500,W,39.16424001,-86.48614805,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,3RDSTMEADOWBROOKRD,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,152350,MONROE,BLOOMINGTON,BLOOMINGTON,9/17/15,5:19 PM,1,0,1,0,0,,TENTH,ST,,,,TENTH,JORDAN,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,JORDANAVETENTHST,1,NONE
BLOOMINGTON PD,B1540293,MONROE,BLOOMINGTON,BLOOMINGTON,9/21/15,7:30 PM,1,0,1,0,0,,E 10TH,ST,,,,E 10TH,N WASHINGTON,,,,Y,,,,39.171728,-86.5324,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E10THSTNWASHINGTONST,1,STOP SIGN
BLOOMINGTON PD,B1542250,MONROE,BLOOMINGTON,BLOOMINGTON,10/3/15,8:19 PM,1,0,1,0,0,2455,N TAMARACK,TRL,,,,N TAMARACK,,,,,Y,,,,39.189968,-86.52128,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,NTAMARACKTRL,1,NONE
