Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
ELLETTSVILLE PD,E2202610,MONROE,RICHLAND,ELLETTSVILLE,2,0.0,0,0,0,,,,ST RD 46 W,,,ST RD 46 W,DEER PARK,,,,Y,,,,39.179024327447884,-86.53775924783892,ST RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$2501 TO $5000,REAR END,DEERPARKDRST RD 46 W,0,NONE,2022-07-12 12:30:00,,,
INDIANA UNIV BLOOMINGTON PD,220628,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,ST RD 46,,,,,ST RD 46,EASTGATE LN,,,,Y,,264.0,,39.179680856032824,-86.50731486854788,ST RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$5001 TO $10000,SAME DIRECTION SIDESWIPE,STATERD46EASTGATELN,0,,2022-02-17 06:25:00,,,
MONROE SD,M22A11303,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,3585,W ST RD 45,,,,,W ST RD 45,,,,,N,,0.0,,39.160923638896946,-86.49773690139207,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,LEFT TURN,WST RD 45,0,,2022-05-16 16:51:00,,,
BLOOMINGTON PD,B22-32882,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S SWAIN AVE,,,,,S SWAIN AVE,E 3RD ST,,,,Y,,0.0,,39.16091758985452,-86.49771872978151,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,IMPROPER LN USAGE,$5001 TO $10000,LEFT TURN,SSWAINAVEE 3RDST,0,,2022-08-21 15:50:00,,,
BLOOMINGTON PD,B22-30255,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,W 15TH ST,,,,,W 15TH ST,N ILLINOIS ST,,,,Y,,0.0,,39.21279374904369,-86.49071248391029,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RAN OFF RD,W15THSTNILLINOISST,0,,2022-08-05 19:25:00,,,
BLOOMINGTON PD,B22-28499,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,N DUNN ST,,,,,N DUNN ST,E 7TH ST,,,,Y,,0.0,,39.15738473926209,-86.53367834329055,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,NDUNNSTE7THST,0,,2022-07-25 04:20:00,,,
BLOOMINGTON PD,B22-36477,MONROE,VAN BUREN,BLOOMINGTON,2,,1,0,0,,S LEONARD SPRINGS RD,,,,,S LEONARD SPRINGS RD,W ST RD 45,,,,Y,,0.0,,39.12820165225661,-86.50339664703999,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,WSTATERD45SLEONARDSPRINGSRD,0,,2022-09-10 15:22:00,,,
BLOOMINGTON PD,B22-29052,MONROE,PERRY,,2,,0,0,0,,E RHORER RD,,,,,E RHORER RD,S WALNUT ST PK,,,,Y,,0.0,,39.16849262665294,-86.52826893259483,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FIVE POINT OR MORE,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,SWALNUTSTPKERHORERRD,0,,2022-07-29 11:35:00,,,
MONROE SD,M22A12848,MONROE,WASHINGTON,BLOOMINGTON,1,,0,0,1,,N WAYPORT RD,,,,,N WAYPORT RD,N FOX HOLLOW RD,,,,N,,0.0,,39.18629,-86.52841,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$2501 TO $5000,COLLISION WITH DEER,NWAYPORTRDNFOXHOLLOWRD,0,,2022-06-02 07:15:00,,,
INDIANA UNIV BLOOMINGTON PD,221290,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S EAGLESON AVE,,,,,S EAGLESON AVE,E 3RD ST,,,,Y,,0.0,,39.186419620325076,-86.53771358628249,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,SEAGLESONAVEE 3RDST,0,,2022-04-06 14:30:00,,,
INDIANA UNIV BLOOMINGTON PD,220369,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 8TH ST,,,,,E 8TH ST,,,,,Y,,0.0,,39.315607193271994,-86.51216441181882,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,E8THST,0,,2022-02-01 13:15:00,,,
ELLETTSVILLE PD,E220749,MONROE,RICHLAND,ELLETTSVILLE,2,0.0,0,0,0,,,,ST RD 46 W,,,ST RD 46 W,LOVE,,,,Y,,,,39.15051431980721,-86.52694332972494,ST RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,LOVELNST RD 46 W,0,LN CONTROL,2022-02-28 14:44:00,,,
BLOOMINGTON PD,B22-33747,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,W 3RD ST,,,,Y,,0.0,,39.217561333438844,-86.5943517767148,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,W 3RDSTSWALNUTST,0,,2022-08-26 12:57:00,,,
BLOOMINGTON PD,B22-25478,MONROE,VAN BUREN,BLOOMINGTON,2,,2,0,0,,W 3RD ST,,,,,W 3RD ST,S CURRY PK,,,,Y,,0.0,,39.17095130528916,-86.50070117716301,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$50001 TO $100000,RIGHT ANGLE,W 3RDSTSCURRYPK,0,,2022-07-05 14:25:00,,,
INDIANA UNIV BLOOMINGTON PD,220502,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,509,E 3RD ST,,,,,E 3RD ST,,,,,Y,,0.0,,39.17153353050566,-86.50945589144352,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,,ASPHALT,RDWAY SURFACE CONDITION,$2501 TO $5000,SAME DIRECTION SIDESWIPE,E 3RDST,0,,2022-02-09 14:19:00,,,
BLOOMINGTON PD,B22-04463,MONROE,PERRY,BLOOMINGTON,2,,1,0,0,,W ST RD 45,,,,,W ST RD 45,S LIBERTY DR,,,,Y,,0.0,,39.14330507364863,-86.57944799214468,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,WSTRD45SLIBERTYDR,0,,2022-02-09 13:36:00,,,
BLOOMINGTON PD,B22-04947,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,500,S LIBERTY DR,,,,,S LIBERTY DR,,,,,Y,,0.0,,39.141927026478534,-86.58260148738051,,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,SLIBERTYDR,0,,2022-02-13 04:59:00,,,
BLOOMINGTON PD,B22-30234,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,W DUNCAN DR,,,,,W DUNCAN DR,S ROCKPORT RD,,,,Y,,1056.0,,39.16456165357002,-86.533647184291,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,NON-COLLISION,WDUNCANDRSROCKPORTRD,0,,2022-08-05 17:32:00,,,
MONROE SD,M22A19371,MONROE,BENTON,BLOOMINGTON,1,,0,0,0,,ST RD 45,,,,,ST RD 45,N TUNNEL RD,,,,N,,0.0,,39.16283344600241,-86.53367169272984,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,RDWAY SURFACE CONDITION,$2501 TO $5000,RAN OFF RD,STATERD45NTUNNELRD,0,,2022-08-09 07:52:00,,,
BLOOMINGTON PD,B22-21678,MONROE,PERRY,BLOOMINGTON,3,,1,0,0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E 3RD ST,,,,Y,,0.0,,39.17514729893153,-86.6240951629179,LOCAL/CITY RD,,,,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,REAR END,SCOLLEGEMALLRDE 3RDST,0,,2022-06-10 13:20:00,,,
BLOOMINGTON PD,B22-30805,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,S LANDMARK AVE,,,,Y,,0.0,,39.16653424939942,-86.53363435508973,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,W 3RDSTSLANDMARKAVE,0,,2022-08-09 15:29:00,,,
BLOOMINGTON PD,B22-22397,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,3205 W ST RD 45,,,,,W ST RD 45,,,,,Y,,0.0,,39.17235311175541,-86.49989940216675,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,BACKING CRASH,3205WST RD 45,0,,2022-06-14 13:30:00,3205.0,,
BLOOMINGTON PD,B22-10069,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N MORTON ST,,,,,N MORTON ST,W 8TH ST,,,,Y,,0.0,,39.17886893475315,-86.51578259140146,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,W8THSTNMORTONST,0,,2022-03-24 17:43:00,,,
ELLETTSVILLE PD,E22-01863,MONROE,RICHLAND,ELLETTSVILLE,1,,1,0,0,,W ST RD 46,,,,,W ST RD 46,ENWRIGHT LN,,,,Y,,0.0,,39.17526,-86.50416,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LN,$5001 TO $10000,RAN OFF RD,WSTATERD46ENWRIGHTLN,0,,2022-05-18 17:00:00,,,
MONROE SD,M22A3116,MONROE,RICHLAND,ELLETTSVILLE,2,,0,0,0,,W ST RD 46,,,,,W ST RD 46,N UNION VALLEY,,,,Y,,0.0,,39.17971,-86.50727,ST RD,,,,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,WST RD 46NUNIONVALLEY,0,,2022-02-09 14:00:00,,,
BLOOMINGTON PD,B22-08998,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S LANDMARK AVE,,,,Y,,0.0,,39.16296397593702,-86.49187453606953,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,WBLOOMFIELDRDSLANDMARKAVE,0,,2022-03-17 15:50:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,ST RD 46,,,,,ST RD 46,BROWN COUNTY LINE RD,,,,N,,0.0,,,,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ASLEEP OR FATIGUED,$2501 TO $5000,RAN OFF RD,STATERD46BROWNCOUNTYLINERD,0,,2022-07-28 16:00:00,,,
MONROE SD,M22A13565,MONROE,BENTON,BLOOMINGTON,2,,0,0,0,,EARL YOUNG RD,,,,,EARL YOUNG RD,E VERETT ARNOLD DR,,,,N,,0.0,,39.21211,-86.58718,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT/RIGHT TURN,EARLYOUNGRDEEVERETTARNOLDDR,0,,2022-06-09 14:06:00,,,
BLOOMINGTON PD,B22-34763,MONROE,PERRY,BLOOMINGTON,1,,1,0,0,,W TAPP RD,,,,,W TAPP RD,S ADAMS ST,,,,Y,,0.0,,39.17012914736366,-86.50141177269089,LOCAL/CITY RD,,,,URBAN,Y,N,N,,DARK (LIGHTED),CLOUDY,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,LEFT OF CENTER,$2501 TO $5000,RAN OFF RD,WTAPPRDSADAMSST,0,,2022-09-01 03:28:00,,,
INDIANA UNIV BLOOMINGTON PD,220722,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,,E 7TH ST,,,,,E 7TH ST,,,,,Y,,0.0,,39.14143067939174,-86.58022981974659,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E7THST,1,,2022-02-24 21:50:00,,,True
DNR LAW ENFORCEMENT,06-22-02459,MONROE,SALT CREEK,BLOOMINGTON,1,,0,0,0,,ST RD 446,,,,,ST RD 446,,,,,N,,0.0,,39.16424485577855,-86.51526230687712,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,STATERD446,0,,2022-09-03 13:30:00,,,
BLOOMINGTON PD,B22-27625,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E SARATOGA DR,,,,,E SARATOGA DR,S PARK RIDGE RD,,,,Y,,370.0,,39.17659339199556,-86.55176004550286,LOCAL/CITY RD,,,,URBAN,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,SPARKRIDGERDESARATOGADR,0,,2022-07-19 10:19:00,,,
BLOOMINGTON PD,B22-14990,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1425,N DUNN ST,,,,,N DUNN ST,,,,,Y,,0.0,,39.16849092006809,-86.52827298667447,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NDUNNST,0,,2022-04-25 16:30:00,,,
INDIANA UNIV BLOOMINGTON PD,220902,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N PARK AVE,,,,,N PARK AVE,E 8TH ST,,,,Y,,0.0,,39.14191491513941,-86.58263334164712,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,CONCRETE,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,NPARKAVEE8THST,0,,2022-03-08 00:00:00,,,
MONROE SD,M22A8674,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,,W ARLINGTON RD,,,,,W ARLINGTON RD,N SHELBURNE DR,,,,N,,0.0,,39.12146,-86.53134,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,WARLINGTONRDNSHELBURNEDR,0,,2022-04-18 08:56:00,,,
BLOOMINGTON PD,B22-16326,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,1150 S CLARIZZ BLVD,,,,,S CLARIZZ BLVD,,,,,Y,,0.0,,39.287700948957564,-86.51896421028302,PRIVATE DR,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT TURN,1150SCLARIZZBLVD,0,,2022-05-05 12:25:00,1150.0,,
MONROE SD,M22A14145,MONROE,RICHLAND,BLOOMINGTON,2,,1,0,0,,ST RD 46,,,,,ST RD 46,ST RD 46,,,,N,,0.0,,39.164223718241,-86.51644783944207,ST RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,$5001 TO $10000,REAR END,STATERD46STATERD46,0,,2022-06-15 22:45:00,,,
INDIANA UNIV BLOOMINGTON PD,223688,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S SWAIN AVE,,,,,S SWAIN AVE,E 3RD ST,,,,Y,,0.0,,39.16926823501714,-86.52298392531327,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,SSWAINAVEE 3RDST,0,,2022-10-01 13:25:00,,,
ELLETTSVILLE PD,E22-01962,MONROE,RICHLAND,ELLETTSVILLE,2,,0,0,0,,E MAIN ST,,,,,E MAIN ST,W TEMPERANCE ST,,,,Y,,0.0,,39.22001849646055,-86.60376250361874,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,WTEMPERANCESTEMAINST,0,,2022-05-27 07:10:00,,,
INDIANA UNIV BLOOMINGTON PD,223401,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1725,E 3RD ST,,,,,E 3RD ST,,,,,Y,,0.0,,39.16458524750884,-86.53367801249279,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,E 3RDST,0,,2022-09-19 02:00:00,,,
BLOOMINGTON PD,B22-04845,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S SMITH RD,,,,,S SMITH RD,E MOORES PK,,,,Y,,0.0,,39.164583607942426,-86.58297479496412,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,SNOW,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,SSMITHRDEMOORESPK,0,,2022-02-12 14:05:00,,,
MONROE SD,M22A14124,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,S LEONARD SPRINGS RD,,,,,S LEONARD SPRINGS RD,W LEONARD SPRINGS RD,,,,N,,0.0,,39.16467632658499,-86.52796319901688,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,WLEONARDSPRINGSRDSLEONARDSPRINGSRD,0,,2022-06-15 16:13:00,,,
INDIANA UNIV BLOOMINGTON PD,220353,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,E 3RD ST,,,,,E 3RD ST,S FESS AVE,,,,Y,,0.0,,39.14497615453489,-86.5777872233994,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,SFESSAVEE 3RDST,0,,2022-01-31 15:10:00,,,
MONROE SD,M22A22317,MONROE,CLEAR CREEK,BLOOMINGTON,1,,0,0,0,,S STRAIN RIDGE RD,,,,,S STRAIN RIDGE RD,E MONROE DAM RD,,,,N,,0.0,,39.16408283366548,-86.57752202234451,COUNTY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,RDWAY SURFACE CONDITION,$5001 TO $10000,RAN OFF RD,SSTRAINRIDGERDEMONROEDAMRD,0,,2022-09-10 17:51:00,,,
ELLETTSVILLE PD,E2202554,MONROE,RICHLAND,ELLETTSVILLE,2,0.0,0,0,0,,SALE,ST,,,,SALE,ST RD 46,,,,Y,,25.0,S,39.145739642916,-86.53941612368762,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,SALESTST RD 46HWY,0,LN CONTROL,2022-07-09 09:59:00,,,
BLOOMINGTON PD,B22-28388,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,W LILAC LN,,,,,W LILAC LN,,,,,Y,,0.0,,39.22998568313713,-86.4316675776859,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,WLILACLN,0,,2022-07-24 15:00:00,,,
INDIANA UNIV BLOOMINGTON PD,220963,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N UNION ST,,,,,N UNION ST,E 10TH ST,,,,Y,,0.0,,39.164187814212944,-86.49830663306379,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,NUNIONSTE 10THST,0,,2022-03-11 23:03:00,,,
MONROE SD,M22A12712,MONROE,VAN BUREN,BLOOMINGTON,1,,0,0,0,3585,W ST RD 45,,,,,W ST RD 45,,,,,N,,0.0,,39.164420088822986,-86.55634507390636,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,LEFT TURN,WSTATERD45,0,,2022-06-01 08:02:00,,,
MONROE SD,M22A2882,MONROE,VAN BUREN,ELLETTSVILLE,1,,0,0,0,,W TEMPERANCE ST,,,,,W TEMPERANCE ST,N MATHEWS DR,,,,Y,,0.0,,,,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,UNSAFE SPEED,$2501 TO $5000,RAN OFF RD,WTEMPERANCESTNMATHEWSDR,0,,2022-02-07 00:17:00,,,
BLOOMINGTON PD,B22-17067,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S ROGERS ST,,,,,S ROGERS ST,W PATTERSON DR,,,,Y,,0.0,,39.1695,-86.53613,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,REAR END,WPATTERSONDRSROGERSST,0,,2022-05-10 14:47:00,,,
INDIANA UNIV BLOOMINGTON PD,223911,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,,,,,Y,,0.0,,39.22550399657125,-86.61283154143351,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,E 10THST,0,,2022-10-12 12:30:00,,,
MONROE SD,M22A11112,MONROE,BENTON,BLOOMINGTON,1,,1,0,0,,SHILO RD,,,,,SHILO RD,,,,,N,,0.0,,39.21511748605928,-86.59271673635597,COUNTY RD,,,,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,SHILORD,0,,2022-05-14 07:47:00,,,
MONROE SD,M22A24746,MONROE,RICHLAND,ELLETTSVILLE,1,,0,0,0,4645,W RICHLAND PLZ,,,,,W RICHLAND PLZ,,,,,Y,,0.0,,39.15766929896228,-86.49758500471867,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,WRICHLANDPLZ,0,,2022-10-08 14:20:00,,,
INDIANA UNIV BLOOMINGTON PD,222230,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N FESS AVE,,,,,N FESS AVE,,,,,Y,,0.0,,39.15988152096443,-86.55383074831688,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNDER STEERING/UNDER CORRECTING,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,NFESSAVE,0,,2022-06-23 00:00:00,,,
