Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
MONROE SD,BLOOMINGTON,7/1/2020,11:00 PM,2,0,0,0,0,5885,,,S FAIRFAX RD,E RAYLETOWN RD,,,,39.092981,-86.516496,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OPPOSITE DIRECTION SIDESWIPE,SOUTHFAIRFAXRD,NONE
MONROE SD,BLOOMINGTON,7/2/2020,3:30 AM,1,0,0,0,0,4390,,,N MAPLE GROVE RD,,,,,39.21130887,-86.56127406,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NMAPLEGROVERD,NONE
MONROE SD,BLOOMINGTON,7/2/2020,3:41 AM,1,0,0,0,0,,,,N UNION VALLEY RD,W LOST MANS LN,,,,39.22338,-86.59271,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,NUNIONVALLEYRDWLOSTMANSLN,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/2/2020,5:09 PM,2,0,1,0,0,,,,W 3RD ST,I-69,,,,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,I6937OPASW3RDST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/2/2020,5:13 PM,2,0,0,0,0,,,,N HARTSTRAIT RD,W WALCOTT LN,,,,39.201488,-86.611408,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NHARTSTRAITRDWWALCOTTLN,NONE
MONROE SD,BLOOMINGTON,7/2/2020,5:50 PM,2,0,0,0,0,,,,S ROGERS ST,W COUNTRY CLUB DR,,,,39.13608,-86.538096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COUNTRYCLUBDRROGERSST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/2/2020,9:12 PM,2,0,0,0,0,3300,,,S O'DELL DR,,,,,39.12607283,-86.52959283,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,,OPPOSITE DIRECTION SIDESWIPE,SODELLAPT1DR,NONE
MONROE SD,BLOOMINGTON,7/3/2020,12:50 AM,1,0,0,0,1,,,,SR 37,S ZIKES RD,,,,39.049456,-86.535888,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR37SZIKESRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/3/2020,1:09 PM,2,0,0,0,0,,,,S SMITH RD,SR 46,,,,39.16424,-86.480688,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E3RDSTSSMITHRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2020,2:20 PM,2,0,0,0,0,,,,N GATES DR,W RUNKLE WAY,,,,39.16636,-86.57601,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NGATESDRWRUNKLEWAY,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/3/2020,3:15 PM,2,0,0,0,0,,,,E 3RD ST,S SWAIN AVE,,,,39.16425,-86.51526,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,SWAINAVETHIRDST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/3/2020,8:05 PM,2,0,0,0,0,,,,S COLLEGE MALL RD,E 2ND ST,,,,39.16094,-86.4977,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,COLLEGEMALLRDSECONDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2020,9:00 PM,1,0,0,0,0,2616,,,S LEONARD SPRINGS RD,W STAPLETON AVE,,,,39.13794,-86.582338,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHLEONARDSPRINGSRD,NONE
MONROE SD,BLOOMINGTON,7/4/2020,12:06 PM,2,0,0,0,0,,,,S WALNUT ST,W DILLMAN RD,,,,39.09296,-86.54416,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,DILLMANRDSR37S,STOP SIGN
MONROE SD,BLOOMINGTON,7/4/2020,12:57 PM,3,0,1,0,0,,,,S FAIRFAX RD,E RAMP CREEK RD,,,,39.071152,-86.503088,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,ERAMPCREEKRDSFAIRFAXRD,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,7/4/2020,4:10 PM,2,0,1,0,0,,,,S COLLEGE MALL RD,E BUICK CADILLAC BLVD,,,,39.15816,-86.497792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EASTBUICKCADILLACBLVDSOUTHCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/4/2020,8:50 PM,2,1,1,0,0,,,,SR 48,S GATES DR,,,,39.16459,-86.5762,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT TURN,SGATESDRW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,9:00 AM,1,0,0,0,0,,,,W 2ND ST,B-LINE TRAIL / S MORTON ST,,,,39.161472,-86.53624,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,2NDSTMORTONST,STOP SIGN
MONROE SD,BLOOMINGTON,7/5/2020,9:12 AM,1,0,0,0,0,,,,N LOW GAP RD,E TULIP TREE TRACE,,1000,S,0,0,COUNTY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,LOWGAPRDTULIPTREELN,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,10:36 AM,2,0,0,0,0,,,,I-69 S,SR 48,,1000,N,39.27037951,-86.536875,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,I69SW3RDST,LANE CONTROL
ISP BLOOMINGTON 33,BLOOMINGTON,7/5/2020,11:45 AM,1,,0,0,1,,,,I-69 S,,,0,S,39.32427907,-86.51401144,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I-69130,
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,2:10 PM,2,0,0,0,0,,,,SR 45,N SMITH RD,,,,39.172752,-86.482288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E10THSTNSMITHRD,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,2:51 PM,2,0,0,0,0,425,,,N HAY ST,,,,,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,UNSAFE SPEED,REAR END,NHAYSST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,3:11 PM,2,0,0,0,0,,,,N COLLEGE AVE,W 7TH ST,,100,N,39.168656,-86.534784,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,,,NCOLLEGEAVEW7THST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,6:18 PM,1,0,0,0,0,,,,S ARBORS LN,S ANDREW CIR,,,,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EASTANDREWSCIRSOUTHARBORSLN,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2020,6:25 PM,2,0,1,0,0,1909,,,E RHORER RD,S SARE RD,,200,W,39.12158833,-86.51285936,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,1909ERHORERRDSSARERD,NONE
MONROE SD,BLOOMINGTON,7/6/2020,7:37 AM,2,0,0,0,0,,,,S WALNUT ST,S FAIRFAX RD,,,,39.00372251,-86.54353007,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SFAIRFAXRDSOLD37STATERD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/6/2020,10:54 AM,2,0,0,0,0,,,,S HIGH ST,E HILLSIDE DR,,,,39.150544,-86.508288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTHILLSIDEDRSOUTHHIGHST,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/6/2020,11:35 AM,2,0,0,0,0,,,,SR 45,E DISCOVERY PKWY,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTDISCOVERYPKWY,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/6/2020,6:20 PM,2,0,1,0,0,1512,,,S ANDREW CIR,,,,,40.18023943,-85.48071892,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,REAR END,SOUTHANDREWSCIR,NONE
BLOOMINGTON PD,BLOOMINGTON,7/6/2020,9:06 PM,1,0,2,0,0,,,,N WALNUT ST,E 4TH ST,,,,39.165648,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,E4THSTNWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/7/2020,7:15 AM,1,0,0,0,0,,,,S COLLEGE MALL RD,E COVENANTER DR,,300,S,39.1234643,-86.49774,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,COLLEGEMALLRDCOVENANTERDR,OTHER REGULATORY SIGN/MARKING
MONROE SD,BLOOMINGTON,7/7/2020,1:09 PM,1,1,0,0,0,,,,SR 46,E KINGS RD,,1250,E,39.16481395,-86.4513866,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,EKINGSRDSR46E,LANE CONTROL
MONROE SD,BLOOMINGTON,7/7/2020,3:17 PM,2,0,2,0,0,,,,W VERNAL PIKE,,,300,E,39.18904,-86.630096,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,NTHOMASRDWVERNALPIKE,NONE
BLOOMINGTON PD,BLOOMINGTON,7/7/2020,4:16 PM,3,0,0,0,0,,,,W TAPP RD,S ADAMS ST,,,,39.136565,-86.5544,LOCAL/CITY ROAD,N,URBAN,Y,N,B,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SADAMSSTWTAPPRD,ROUNDABOUT INTERSECTION
BLOOMINGTON PD,BLOOMINGTON,7/7/2020,7:55 PM,2,0,0,0,0,,,,S WALNUT ST,W DODDS ST,,,,39.15742,-86.53365,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,EDODDSSTSWALNUTST,YIELD SIGN
ELLETTSVILLE PD,ELLETTSVILLE,7/8/2020,7:55 AM,1,0,1,0,0,,,Y,SR 46,SR 46 TURNAROUND,,100,E,39.24451265,-86.63466086,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,PARKSTSR46W,LANE CONTROL
MONROE SD,BLOOMINGTON,7/8/2020,12:20 PM,2,0,0,0,0,,,,S FAIRFAX RD,S WALNUT ST PIKE,,,,39.10719,-86.52648,LOCAL/CITY ROAD,N,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SFAIRFAXRDSWALNUTSTREETPIKE,LANE CONTROL
MONROE SD,BLOOMINGTON,7/8/2020,10:50 PM,1,0,1,0,0,,,,S OLD SR 37,,,2110,N,39.2428199,-86.53946,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,,RAN OFF ROAD,MONROEDAMRDSOLDSTATE37RD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/9/2020,10:47 AM,1,0,1,0,0,,,,SR 45,ENTRANCE TO SAM'S CLUB,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,SR37SWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/9/2020,4:30 PM,2,0,0,0,0,,,,S ROGERS ST,ENTRANCE TO IU HEALTH BLOOMINGTON HOSPITAL,,635,S,39.0942478,-86.5387,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHROGERSSTWEST2NDST,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/9/2020,5:25 PM,2,1,0,0,0,,,,S COLLEGE AVE,W 1ST ST,,,,39.15944,-86.53488,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SCOLLEGEAVEW1STST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/9/2020,7:44 PM,2,0,0,0,0,2811,,,S LEONARD SPRINGS RD,W TAPP RD,,150,S,39.12050278,-86.582295,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,LEONARDSPRINGSRD,NONE
MONROE SD,BLOOMINGTON,7/10/2020,7:44 PM,2,0,1,0,0,,,,N SHUFFLE CREEK RD,,,1584,S,39.08349974,-86.4009,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,ESOUTHSHOREDRNSHUFFLECREEKRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/10/2020,9:09 PM,2,0,0,0,0,,,,S WALNUT ST,W 4TH ST,,,,39.16558,-86.53362,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FOURTHSTWALNUTST,LANE CONTROL
DNR LAW ENFORCEMENT,BLOOMINGTON,7/10/2020,9:55 PM,2,0,0,0,0,,,,PAYNETOWN CAMPGROUND RD,,,600,W,39.092112,-86.422832,UNKNOWN,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,PAYNETOWNBEACHRDPAYNETOWNCAMPGROUNDRD,OTHER REGULATORY SIGN/MARKING
BLOOMINGTON PD,BLOOMINGTON,7/10/2020,11:59 PM,1,0,0,0,0,513,,,W GRANITE DR,,,,,39.18058102,-86.53868777,UNKNOWN,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NON-COLLISION,WGRANITEDR,NONE
BLOOMINGTON PD,BLOOMINGTON,7/11/2020,12:02 AM,1,0,3,0,0,,,,E MILLER DR,S PARK AVE,,45,E,39.147024,-86.524288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,TIRE FAILURE OR DEFECTIVE,RAN OFF ROAD,EMILLERDRSPARKAVE,NONE
MONROE SD,BLOOMINGTON,7/11/2020,3:11 AM,1,0,1,0,0,,,,E CLEVE BUTCHER RD,,,2800,E,39.05820067,-86.48895692,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,RAN OFF ROAD,CLEVEBUTCHERRDSFAIRFAXRD,NONE
MONROE SD,BLOOMINGTON,7/11/2020,8:10 AM,2,1,0,0,0,,,,W VERNAL PIKE,N CURRY PIKE,,,,39.179248,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,NCURRYPIKEWVERNALPIKE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/11/2020,1:38 PM,3,0,0,0,0,,,,W KIRKWOOD AVE,S WALNUT ST,,50,W,39.16664,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,WKIRKWOODAVEWALNUTST,NONE
MONROE SD,BLOOMINGTON,7/11/2020,4:02 PM,2,0,0,0,0,,,,E BOLTINGHOUSE RD,,,660,N,39.28477093,-86.47286,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EBOLTINGHOUSERDOOLDMEYERSRD,NONE
MONROE SD,BLOOMINGTON,7/11/2020,6:44 PM,1,0,0,0,0,,,,I-69 S,,,1000,S,39.15988207,-86.52315,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69SWESTSAMPLERD,NONE
MONROE SD,BLOOMINGTON,7/11/2020,8:19 PM,1,0,0,0,0,,,,E ROBINSON RD,,,500,W,39.24065,-86.44318677,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EASTNEHRTRDEASTROBINSONRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/11/2020,10:13 PM,2,0,0,0,0,,,,SR 48,S GATES DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,RIGHT ANGLE,NGATESDRW3RDST,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/12/2020,11:26 AM,2,0,0,0,0,,,,N DUNN ST,E 9TH ST,,,,39.170544,-86.52824,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,9THSTDUNNST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/12/2020,11:45 AM,1,0,0,0,0,,,,W 3RD ST,I-69 S,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF ROAD,I69SW3RDST,TRAFFIC CONTROL SIGNAL
ELLETTSVILLE PD,ELLETTSVILLE,7/12/2020,2:30 PM,2,0,1,0,0,,,,SR 46,N UNION VALLEY RD,,,,39.215152,-86.5928,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SR46WUNIONVALLEYRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/12/2020,3:25 PM,1,0,0,0,0,1206,,,W 6TH ST,N PINE ST,,,,39.16792,-86.54876,UNKNOWN,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,W6THST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/12/2020,4:05 PM,2,0,0,0,0,,,,N WALNUT ST,W KIRKWOOD AVE,,,,39.16664,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,NWALNUTSTWKIRKWOODAVE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/12/2020,4:25 PM,2,0,0,0,0,,,,N WALNUT ST,E KIRKWOOD AVE,,,,39.16664,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,EKIRKWOODAVENWALNUTST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/12/2020,5:24 PM,1,0,1,0,0,,,,W 3RD ST,S MULLER PKWY,,,,39.1645,-86.5627,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,COLLISION WITH OBJECT IN ROAD,SMULLERPKWYW3RDST,NONE
