Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1919620,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S WASHINGTON,ST,,,,S WASHINGTON,E 3RD,,,,Y,,,,39.16464,-86.5324,LOCAL/CITY RD,N,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,E 3RDSTSWASHINGTONST,1,TRAFFIC CONTROL SIGNAL,2019-05-14 14:20:00,
INDIANA UNIV BLOOMINGTON PD,192422,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,10TH,ST,,,,10TH,SUNRISE,,,,Y,,300.0,E,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$5001 TO $10000,RIGHT ANGLE,10THSTSUNRISEAVE,1,NONE,2019-10-21 08:43:00,
BLOOMINGTON PD,B1946926,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S KIMBLE,DR,,,,S KIMBLE,W 3RD,,,,Y,,200.0,E,39.16464,-86.568,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SKIMBLEDRW 3RDST,1,NONE,2019-11-06 18:00:00,
BLOOMINGTON PD,B1948086,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,219.0,S WALNUT,ST,,,,S WALNUT,,,,,Y,,,,39.16546286,-86.5336,LOCAL/CITY RD,,N,N,URBAN,N,N,Y,LN CLOSURE,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWALNUTST,1,NONE,2019-11-15 17:12:00,
INDIANA UNIV BLOOMINGTON PD,192719,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,125.0,S EAGLESON AVE,AVE,,,,S EAGLESON AVE,,,,,Y,,,,39.16604667,-86.51466667,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SEAGLESON AVEAVE,1,NONE,2019-11-15 15:31:00,
BLOOMINGTON PD,B1949526,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,S WALNUT,ST,,,,S WALNUT,E RHORER,,,,Y,,,,39.12144,-86.526496,,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,EASTRHORERRDSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL,2019-11-25 18:00:00,
BLOOMINGTON PD,B2005242,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0.0,0.0,301.0,W PATTERSON,DR,,,,W PATTERSON,,,,,Y,,,,39.115248,-86.573504,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WPATTERSONDR,1,NONE,2020-01-28 22:30:00,
BLOOMINGTON PD,B2005349,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S COLLEGE,AVE,,,,S COLLEGE,W 10TH,,,,Y,,,,39.171744,-86.534768,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SCOLLEGEAVEW10THST,1,TRAFFIC CONTROL SIGNAL,2020-02-05 18:40:00,
BLOOMINGTON PD,B2007493,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N WALNUT,ST,,,,N WALNUT,E 7TH,,,,Y,,100.0,S,39.16864,-86.533568,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,,E7THSTNWALNUTST,1,TRAFFIC CONTROL SIGNAL,2020-02-20 14:47:00,
MONROE SD,M20A15225,MONROE,CLEAR CREEK,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,SHIELDS,RDGS,,,,SHIELDS,,,,,N,,,,0.0,0.0,COUNTY RD,,Y,Y,,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SHIELDSRDGS,1,NONE,2020-06-06 22:41:00,
BLOOMINGTON PD,B2037199,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0.0,0.0,410.0,S WOODSCREST,DR,,,,S WOODSCREST,,,,,Y,,,,39.162628,-86.503092,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SWOODSCRESTDR,1,NONE,2020-10-13 10:40:00,
BLOOMINGTON PD,B2039182,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S ROGERS,ST,,,,S ROGERS,W 4TH,,,,Y,,,,39.165696,-86.538592,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SROGERSSTW4THST,1,STOP SIGN,2020-10-29 14:22:00,
BLOOMINGTON PD,B2041382,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W BLOOMFIELD,RD,,,,W BLOOMFIELD,S CORY,,,,Y,,500.0,E,39.157044,-86.55983027,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN RD,SOUTHCORYLNWESTBLOOMFIELDRD,1,LN CONTROL,2020-11-14 19:50:00,
INDIANA UNIV BLOOMINGTON PD,210544,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT GROVE,ST,,,,WALNUT GROVE,E 17TH,,,,Y,,,,,,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,EAST17THSTWALNUTGROVEST,1,LN CONTROL,2021-03-07 17:50:00,
MONROE SD,M21A10944,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,5337.0,S ST RD 37,RD,,,,S ST RD 37,,,,,N,,,,39.10851331,-86.53132114,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SOLDST RD 37RD,1,NONE,2021-04-23 08:18:00,
BLOOMINGTON PD,B2115586,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N PINE,ST,,,,N PINE,W 6TH,,,,Y,,50.0,S,39.167728,-86.548336,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NPINESTW6THST,1,NONE,2021-05-13 01:31:00,
INDIANA UNIV BLOOMINGTON PD,221093,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,17TH ST,,,,,17TH ST,FESS AVE,,,,Y,,0.0,,39.1790229,-86.526068,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,FESSAVE17THST,1,,2022-03-23 16:10:00,
INDIANA UNIV BLOOMINGTON PD,211717,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,JEFFERSON,ST,,,,JEFFERSON,UNIONVILLE,,,,Y,,235.0,S,0.0,0.0,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,JEFFERSONSTUNIONVILLERD,1,NONE,2021-07-13 11:45:00,
BLOOMINGTON PD,B2142689,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,S COLLEGE MALL,,,,Y,,,,39.16424,-86.4984,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,E 3RDSTSCOLLEGEMALLRD,1,TRAFFIC CONTROL SIGNAL,2021-11-14 15:00:00,
INDIANA UNIV BLOOMINGTON PD,213702,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,UNION,ST,,,,UNION,TENTH,,,,Y,,,,39.171564,-86.509445,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,TENTHSTUNIONST,1,TRAFFIC CONTROL SIGNAL,2021-11-05 17:15:00,
BLOOMINGTON PD,B2132351,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S WALNUT,ST,,,,S WALNUT,E 3RD,,,,Y,,,,39.16464,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,EAST3RDSTSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL,2021-09-11 23:50:00,
BLOOMINGTON PD,B22-24358,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0.0,0.0,0.0,,E 3RD ST,,,,,E 3RD ST,S WALNUT AVE,,,,Y,,0.0,,39.16463901,-86.53375428,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWALNUTAVEE 3RDST,1,,2022-06-27 17:00:00,
INDIANA UNIV BLOOMINGTON PD,220777,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N EAGLESON AVE,,,,,N EAGLESON AVE,,,,,Y,,0.0,,39.16684539,-86.5153057,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN RD,NEAGLESON AVEAVE,1,,2022-03-01 12:50:00,
INDIANA UNIV BLOOMINGTON PD,221272,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,E 3RD ST,,,,,E 3RD ST,S FESS AVE,,,,Y,,0.0,,39.16427918,-86.52599163,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,RIGHT ANGLE,SFESSAVEE 3RDST,1,,2022-04-05 13:00:00,
MONROE SD,M22A24068,MONROE,PERRY,BLOOMINGTON,4,,2.0,0.0,0.0,,S ST RD 37,,,,,S ST RD 37,,,,,N,,0.0,,39.09758145,-86.54027442,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,OVER $100000,REAR END,SOLDSTATERD37,0,,2022-09-30 03:56:00,
BLOOMINGTON PD,B22-33529,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S WALNUT ST,,,,,S WALNUT ST,E WYLIE ST,,,,Y,,0.0,,39.158367,-86.533661,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,COLLISION WITH OBJECT IN RD,SWALNUTSTEWYLIEST,1,,2022-08-25 05:47:00,
BLOOMINGTON PD,B22-41728,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,621 W 17TH ST,,,,,W 17TH ST,,,,,Y,,0.0,,39.1787674,-86.5408283,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,621W17THST,1,,2022-10-09 23:35:00,621
BLOOMINGTON PD,B23-15984,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,EAGLESON,,,,,EAGLESON,ATWATER,,,,Y,,0.0,,39.16313549,-86.51644397,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,COLLISION WITH OBJECT IN RD,EAGLESONATWATER,1,,2023-03-30 19:16:00,
BLOOMINGTON PD,B23-03423,MONROE,BLOOMINGTON,BLOOMINGTON,1,,2.0,0.0,0.0,,N WALNUT ST,,,,,N WALNUT ST,E 7TH ST & N WALNUT ST,,,,Y,,0.0,,39.16855804,-86.53358461,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,NWALNUTSTE7THST&N.WALNUTST,2,,2023-01-20 23:55:00,
BLOOMINGTON PD,12913162,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,HAWTHORNE,DR,,,,S HAWTHORNE DR,ATWATER,,,,Y,OTHER,,,39.163232,-86.520176,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,EATWATERAVESHAWTHORNEDR,1,STOP SIGN,2013-01-29 15:45:00,
BLOOMINGTON PD,33013226,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,8TH,,,,Y,OTHER,,,39.16947976,-86.53357006,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,8THSTWALNUTST,1,STOP SIGN,2013-03-30 20:22:00,
BLOOMINGTON PD,41013158,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,2ND,,,,Y,OTHER,,,39.161168,-86.516352,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAGLESON AVEAVESECONDST,1,STOP SIGN,2013-04-10 14:49:00,
BLOOMINGTON PD,611201355,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,ST,,,,17TH ST,MADISON,,,,Y,OTHER,,,39.178992,-86.537792,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,17THSTMADISONST,1,TRAFFIC CONTROL SIGNAL,2013-06-11 05:45:00,
BLOOMINGTON PD,62613081,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N WALNUT,ST,,,,N WALNUT ST,KIRKWOOD,,,,Y,OTHER,,,39.16664,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KIRKWOODAVENWALNUTST,1,TRAFFIC CONTROL SIGNAL,2013-06-26 10:15:00,
INDIANA UNIV BLOOMINGTON PD,132431,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,1101 N FEE (S LOT),LN,,,,N FEE (S LOT) LN,13TH,,,,Y,PRIVATE,100.0,E,39.175152,-86.518992,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,1101NFEE(SOUTHLOT)LN13THST,1,NONE,2013-09-15 13:35:00,1101
INDIANA UNIV BLOOMINGTON PD,132479,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S INDIANA,AVE,,,,S INDIANA AVE,E 4TH,,,,Y,OTHER,200.0,S,39.165648,-86.526848,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,E4THSTSINDIANAAVE,1,NONE,2013-09-20 22:19:00,
MONROE SD,M13A3243,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,1.0,0.0,,ALLEN,ST,,,,ALLEN ST,ADAMS,,,,N,OTHER,150.0,W,39.15586017,-86.5505368,COUNTY RD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,HEAD ON BETWEEN TWO MOTOR VEHICLES,ADAMSSTALLENST,1,NONE,2013-10-22 05:32:00,
BLOOMINGTON PD,113013132,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,DUNN,ST,,,,DUNN ST,KIRKWOOD,,,,Y,OTHER,,,39.16664,-86.528192,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,DUNNSTKIRKWOODAVE,1,STOP SIGN,2013-11-30 14:00:00,
BLOOMINGTON PD,122113293,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,528.0,COLLEGE,AVE,,,,COLLEGE AVE,,,,,Y,PRIVATE,,,39.16115717,-86.53485253,OTHER,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,VIEW OBSTRUCTED,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,COLLEGEAVE,1,NONE,2013-12-21 22:03:00,
BLOOMINGTON PD,21614129,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W KIRKWOOD,AVE,,,,W KIRKWOOD AVE,N COLLEGE,,,,Y,OTHER,,,39.16664,-86.5348,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,NCOLLEGESTWKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL,2014-02-15 20:55:00,
BLOOMINGTON PD,70914148,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,1ST,,,,Y,OTHER,,,39.17784,-86.533408,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,1STSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-07-09 13:34:00,
BLOOMINGTON PD,72414228,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N INDIANA,AVE,,,,N INDIANA AVE,E 8TH,,,,Y,OTHER,,,39.169616,-86.52696,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E8THSTNINDIANAAVE,1,STOP SIGN,2014-07-24 20:00:00,
INDIANA UNIV BLOOMINGTON PD,142232,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,N FORREST,AVE,,,,N FORREST AVE,E 8TH,,,,Y,OTHER,,,39.16945928,-86.52238299,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,NONE,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,UNDER $1001,LEFT TURN,E8THSTNFORRESTAVE,1,NONE,2014-09-02 07:48:00,
MONROE SD,M14A6447,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,0.0,1.0,0.0,,CURRY,,,,,CURRY,BEASLEY,,,,N,OTHER,,,39.149152,-86.582704,COUNTY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,BEASLEYDRCURRYPK,1,NO PASSING ZONE,2014-11-06 05:06:00,
BLOOMINGTON PD,B1414826,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,PATTERSON,,,,,PATTERSON,ADAMS,,,,Y,,,,39.1626703,-86.55050017,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,COLLISION WITH OBJECT IN RD,ADAMSSTPATTERSONST,1,TRAFFIC CONTROL SIGNAL,2014-11-13 19:28:00,
INDIANA UNIV BLOOMINGTON PD,150058,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,3RD,,,,,3RD,WOODLAWN,,,,Y,,,,39.16426449,-86.5226336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,3RDSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL,2015-01-13 23:01:00,
BLOOMINGTON PD,B1512322,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N SPRING,ST,,,,N SPRING,8TH,,,,Y,,,,39.169728,-86.5548,LOCAL/CITY RD,,Y,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,8THSTNORTHSPRINGST,1,NONE,2015-03-29 12:22:00,
ISP BLOOMINGTON 33,2.015E+11,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,ST,,,,17TH,INDIANA,,,,Y,,50.0,E,39.1790197,-86.52705461,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTINDIANAAVE,1,LN CONTROL,2015-04-25 23:37:00,
MONROE SD,M15A9005,MONROE,CLEAR CREEK,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S ROGERS,ST,,,,S ROGERS,W CLEAR CREEK,,,,N,,372.0,S,39.07189666,-86.53976999,COUNTY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHROGERSSTWESTCLEARCREEKRD,1,NONE,2015-05-03 19:18:00,
